label_path,log_path,sys_sentence,turn_slu,usr_sentence
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\log.json,Sorry there is no kosher restaurant in the north of town,"defaultdict(<class 'set'>, {'food': {'italian'}})",italian food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\log.json,da vinci pizzeria is a nice restaurant in the north of town serving italian food,"defaultdict(<class 'set'>, {})",can i get the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\log.json,The phone number of da vinci pizzeria is 01223 351707 .,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-ab4f1dbb59-20130325_214441\log.json,"Sure , da vinci pizzeria is on 20 Milton Road Chesterton","defaultdict(<class 'set'>, {})",great thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'east'}})",cheap restaurant east part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,the missing sock is a nice restaurant in the east of town in the cheap price range,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,The phone number of the missing sock is 01223 812660 .,"defaultdict(<class 'set'>, {})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,Can I help you with anything else?,"defaultdict(<class 'set'>, {'area': {'east'}})",the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_152500\log.json,The phone number of the missing sock is 01223 812660 .,"defaultdict(<class 'set'>, {})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'north'}})",i moderate priced restaurant in the north part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}, 'area': {'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\log.json,golden wok is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\log.json,the nirala is a nice place in the north of town and the prices are moderate,"defaultdict(<class 'set'>, {})",address and phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_153956\log.json,The phone number of the nirala is 01223 360966 and it is on 7 Milton Road Chesterton .,"defaultdict(<class 'set'>, {})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'area': {'east'}})",what is the restaurant in the east part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\log.json,"Would you like something in the cheap , moderate , or expensive price range?","defaultdict(<class 'set'>, {'pricerange': {'expensive'}})",expensive
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\log.json,pipasha restaurant is a nice restaurant in the east of town serving indian food,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-158a881c88-20130328_151638\log.json,"Sure , pipasha restaurant is on Newmarket Road Fen Ditton","defaultdict(<class 'set'>, {})",good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'cheap'}, 'area': {'west'}})",cheap restaurant in west part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}, 'area': {'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\log.json,thanh binh is a nice place in the west of town and the prices are cheap,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\log.json,thanh binh is a great restaurant,"defaultdict(<class 'set'>, {})",what's the phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-158a881c88-20130328_150912\log.json,The phone number of thanh binh is 01223 362456 .,"defaultdict(<class 'set'>, {})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'dontcare'}})",no any food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'east', 'north', 'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,bloomsbury restaurant is in the centre part of town .,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,bloomsbury restaurant is a great restaurant,"defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,The phone number of bloomsbury restaurant is 0871 942 9180 .,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-158a881c88-20130328_151847\log.json,"Sure , bloomsbury restaurant is on Crowne Plaza Hotel 20 Downing Street","defaultdict(<class 'set'>, {})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'pricerange': {'moderate'}})",ok well need priced restaurant
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,Sorry would you like something in the moderate price range or in the cheap price range,"defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'east', 'south'}})",moderate
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'dontcare'}})",any
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,"Ok , a restaurant in any part of town is that right?","defaultdict(<class 'set'>, {'area': {'dontcare'}, 'food': {'british'}})",there british food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,the oak bistro serves british food in the moderate price range,"defaultdict(<class 'set'>, {})",address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,the oak bistro is a great restaurant,"defaultdict(<class 'set'>, {})",what's the address
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,"Sure , the oak bistro is on 6 Lensfield Road","defaultdict(<class 'set'>, {})",phone number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-158a881c88-20130328_151021\log.json,The phone number of the oak bistro is 01223 323361 .,"defaultdict(<class 'set'>, {})",good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type .","defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'east', 'west', 'dontcare', 'south'}})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'west'}, 'pricerange': {'moderate'}})",bar would be price ok part in the west part of the would like a moderately
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'pricerange': {'moderate'}, 'area': {'west'}})",hmm moderately price close oriental what wanna go
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",i don't care
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,prezzo is a nice place in the west of town and the prices are moderate,"defaultdict(<class 'set'>, {'area': {'east'}})",anything else
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130326_122045\log.json,saint johns chop house is a nice place in the west of town and the prices are moderate,"defaultdict(<class 'set'>, {})",thank you good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {'food': {'world'}})",it to serve world food serving about food what number
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,I am sorry but there is no world restaurant that matches your request,"defaultdict(<class 'set'>, {})",the post code
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,There are  restaurants serving world food . What area do you want?,"defaultdict(<class 'set'>, {'food': {'world'}, 'pricerange': {'cheap'}, 'area': {'east'}})",cheap
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,Sorry there is no world restaurant in the cheap price range,"defaultdict(<class 'set'>, {})",good bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,Sorry there is no world restaurant in the cheap price range,"defaultdict(<class 'set'>, {})",thank you
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130328_150729\log.json,Sorry there is no world restaurant in the cheap price range,"defaultdict(<class 'set'>, {})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'east', 'west', 'south', 'dontcare'}})",phone
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'east', 'west', 'dontcare'}})",what bar
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,Did you say you are looking for a restaurant in the west of town?,"defaultdict(<class 'set'>, {'area': {'west'}})",you what's the phone number of the bar
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,Did you say you are looking for a restaurant in the west of town?,"defaultdict(<class 'set'>, {'area': {'west'}, 'pricerange': {'cheap'}})",cheap
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,la margherita is a nice place in the west of town and the prices are cheap,"defaultdict(<class 'set'>, {})",in
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,thanh binh is a nice place in the west of town and the prices are cheap,"defaultdict(<class 'set'>, {})",is please
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,The phone number of thanh binh is 01223 362456 .,"defaultdict(<class 'set'>, {})",thank you
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,thanh binh is a great restaurant,"defaultdict(<class 'set'>, {})",thank you
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,thanh binh is a great restaurant,"defaultdict(<class 'set'>, {})",no
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A1\voip-39a25ab2f8-20130329_010257\log.json,Sorry but there is no other restaurant in the cheap price range and the west of town,"defaultdict(<class 'set'>, {})",thank you bye bye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'east', 'north', 'south', 'dontcare', 'west'}})",no
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,the missing sock is a great restaurant,"defaultdict(<class 'set'>, {})",is it
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,the missing sock is a great restaurant,"defaultdict(<class 'set'>, {'pricerange': {'expensive'}})",expensive
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,the missing sock is a great restaurant,"defaultdict(<class 'set'>, {})",no
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,the missing sock is a great restaurant,"defaultdict(<class 'set'>, {})",food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,the missing sock is a great restaurant,"defaultdict(<class 'set'>, {'food': {'european'}})",european food
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,galleria serves european food .,"defaultdict(<class 'set'>, {'area': {'south'}})",south
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A1\voip-39a25ab2f8-20130326_120526\log.json,galleria serves european food .,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'west', 'south', 'dontcare'}})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,What part of town do you have in mind?,"defaultdict(<class 'set'>, {'area': {'west', 'dontcare'}})",what part of town
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,What kind of food would you like?,"defaultdict(<class 'set'>, {'food': {'dontcare'}})",ok
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,la margherita is a nice place in the west of town,"defaultdict(<class 'set'>, {})",i thought
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,cambridge lodge restaurant is a nice place in the west of town,"defaultdict(<class 'set'>, {})",
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S1A0\voip-39a25ab2f8-20130328_131901\log.json,travellers rest is a nice place in the west of town,"defaultdict(<class 'set'>, {})",thank you goodbye
D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\label.json,D:\pycharm\PtrNet_SLU\data\DSTC2\data\Mar13_S0A0\voip-39a25ab2f8-20130326_120841\log.json,"Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?","defaultdict(<class 'set'>, {})",ok
